interaction_id,customer_id,product_id,interaction_type,interaction_date
1770,496,433,wishlist,2023-08-10 03:00:00
1771,480,36,wishlist,2023-08-10 06:00:00
1772,643,145,view,2023-08-10 09:00:00
1773,490,250,view,2023-08-10 12:00:00
1774,1,80,click,2023-08-10 15:00:00
1775,9,437,click,2023-08-10 18:00:00
1776,880,15,wishlist,2023-08-10 21:00:00
1777,841,463,add_to_cart,2023-08-11 00:00:00
1778,380,40,add_to_cart,2023-08-11 03:00:00
1779,844,81,click,2023-08-11 06:00:00
1780,897,307,click,2023-08-11 09:00:00
1781,144,193,click,2023-08-11 12:00:00
1782,862,397,view,2023-08-11 15:00:00
1783,840,166,add_to_cart,2023-08-11 18:00:00
1784,302,458,click,2023-08-11 21:00:00
1785,650,353,click,2023-08-12 00:00:00
1786,417,410,view,2023-08-12 03:00:00
1787,870,204,click,2023-08-12 06:00:00
1788,809,211,add_to_cart,2023-08-12 09:00:00
1789,179,399,view,2023-08-12 12:00:00
1790,278,373,click,2023-08-12 15:00:00
1791,144,389,add_to_cart,2023-08-12 18:00:00
1792,339,258,add_to_cart,2023-08-12 21:00:00
1793,459,115,view,2023-08-13 00:00:00
1794,702,334,add_to_cart,2023-08-13 03:00:00
1795,949,349,view,2023-08-13 06:00:00
1796,331,233,add_to_cart,2023-08-13 09:00:00
1797,270,449,click,2023-08-13 12:00:00
1798,999,77,view,2023-08-13 15:00:00
1799,187,497,add_to_cart,2023-08-13 18:00:00
1800,666,316,view,2023-08-13 21:00:00
1801,172,96,add_to_cart,2023-08-14 00:00:00
1802,404,98,view,2023-08-14 03:00:00
1803,468,56,click,2023-08-14 06:00:00
1804,247,118,view,2023-08-14 09:00:00
1805,901,462,view,2023-08-14 12:00:00
1806,961,500,click,2023-08-14 15:00:00
1807,523,119,add_to_cart,2023-08-14 18:00:00
1808,559,38,wishlist,2023-08-14 21:00:00
1809,778,185,click,2023-08-15 00:00:00
1810,829,358,view,2023-08-15 03:00:00
1811,111,242,click,2023-08-15 06:00:00
1812,988,51,click,2023-08-15 09:00:00
1813,813,425,view,2023-08-15 12:00:00
1814,303,463,view,2023-08-15 15:00:00
1815,930,127,wishlist,2023-08-15 18:00:00
1816,886,103,click,2023-08-15 21:00:00
1817,909,454,view,2023-08-16 00:00:00
1818,473,477,add_to_cart,2023-08-16 03:00:00
1819,791,229,add_to_cart,2023-08-16 06:00:00
1820,292,211,add_to_cart,2023-08-16 09:00:00
1821,959,436,add_to_cart,2023-08-16 12:00:00
1822,252,385,click,2023-08-16 15:00:00
1823,588,85,click,2023-08-16 18:00:00
1824,175,359,wishlist,2023-08-16 21:00:00
1825,109,274,click,2023-08-17 00:00:00
1826,962,27,view,2023-08-17 03:00:00
1827,340,348,wishlist,2023-08-17 06:00:00
1828,848,72,click,2023-08-17 09:00:00
1829,14,95,click,2023-08-17 12:00:00
1830,693,76,view,2023-08-17 15:00:00
1831,322,426,view,2023-08-17 18:00:00
1832,945,6,view,2023-08-17 21:00:00
1833,784,90,add_to_cart,2023-08-18 00:00:00
1834,964,80,click,2023-08-18 03:00:00
1835,43,222,click,2023-08-18 06:00:00
1836,461,83,click,2023-08-18 09:00:00
1837,102,82,wishlist,2023-08-18 12:00:00
1838,625,152,wishlist,2023-08-18 15:00:00
1839,705,45,wishlist,2023-08-18 18:00:00
1840,9,212,wishlist,2023-08-18 21:00:00
1841,149,71,wishlist,2023-08-19 00:00:00
1842,338,263,view,2023-08-19 03:00:00
1843,224,400,wishlist,2023-08-19 06:00:00
1844,110,382,click,2023-08-19 09:00:00
1845,354,58,add_to_cart,2023-08-19 12:00:00
1846,84,57,click,2023-08-19 15:00:00
1847,555,426,click,2023-08-19 18:00:00
1848,66,111,view,2023-08-19 21:00:00
1849,388,142,add_to_cart,2023-08-20 00:00:00
1850,891,56,click,2023-08-20 03:00:00
1851,621,12,view,2023-08-20 06:00:00
1852,614,349,add_to_cart,2023-08-20 09:00:00
1853,135,15,add_to_cart,2023-08-20 12:00:00
1854,86,8,view,2023-08-20 15:00:00
1855,84,231,wishlist,2023-08-20 18:00:00
1856,954,186,view,2023-08-20 21:00:00
1857,227,53,view,2023-08-21 00:00:00
1858,260,137,wishlist,2023-08-21 03:00:00
1859,892,174,view,2023-08-21 06:00:00
1860,20,348,view,2023-08-21 09:00:00
1861,35,219,view,2023-08-21 12:00:00
1862,865,263,click,2023-08-21 15:00:00
1863,755,255,view,2023-08-21 18:00:00
1864,443,300,view,2023-08-21 21:00:00
1865,981,270,add_to_cart,2023-08-22 00:00:00
1866,941,75,add_to_cart,2023-08-22 03:00:00
1867,270,224,add_to_cart,2023-08-22 06:00:00
1868,735,371,view,2023-08-22 09:00:00
1869,406,92,wishlist,2023-08-22 12:00:00
1870,508,134,view,2023-08-22 15:00:00
1871,304,163,click,2023-08-22 18:00:00
1872,670,198,click,2023-08-22 21:00:00
1873,285,189,click,2023-08-23 00:00:00
1874,548,408,click,2023-08-23 03:00:00
1875,810,73,view,2023-08-23 06:00:00
1876,29,386,add_to_cart,2023-08-23 09:00:00
1877,391,486,view,2023-08-23 12:00:00
1878,416,206,view,2023-08-23 15:00:00
1879,909,435,view,2023-08-23 18:00:00
1880,767,31,view,2023-08-23 21:00:00
1881,909,382,wishlist,2023-08-24 00:00:00
1882,950,478,add_to_cart,2023-08-24 03:00:00
1883,142,119,add_to_cart,2023-08-24 06:00:00
1884,646,283,click,2023-08-24 09:00:00
1885,656,484,view,2023-08-24 12:00:00
1886,809,366,click,2023-08-24 15:00:00
1887,948,159,add_to_cart,2023-08-24 18:00:00
1888,880,255,add_to_cart,2023-08-24 21:00:00
1889,341,245,click,2023-08-25 00:00:00
1890,245,106,add_to_cart,2023-08-25 03:00:00
1891,766,198,add_to_cart,2023-08-25 06:00:00
1892,876,427,wishlist,2023-08-25 09:00:00
1893,912,493,view,2023-08-25 12:00:00
1894,5,120,view,2023-08-25 15:00:00
1895,920,82,add_to_cart,2023-08-25 18:00:00
1896,939,308,add_to_cart,2023-08-25 21:00:00
1897,449,270,wishlist,2023-08-26 00:00:00
1898,266,187,click,2023-08-26 03:00:00
1899,491,276,wishlist,2023-08-26 06:00:00
1900,239,374,wishlist,2023-08-26 09:00:00
1901,250,52,click,2023-08-26 12:00:00
1902,955,459,add_to_cart,2023-08-26 15:00:00
1903,291,357,view,2023-08-26 18:00:00
1904,543,296,wishlist,2023-08-26 21:00:00
1905,632,68,wishlist,2023-08-27 00:00:00
1906,79,300,view,2023-08-27 03:00:00
1907,907,134,wishlist,2023-08-27 06:00:00
1908,521,343,click,2023-08-27 09:00:00
1909,450,120,view,2023-08-27 12:00:00
1910,556,57,view,2023-08-27 15:00:00
1911,884,186,click,2023-08-27 18:00:00
1912,734,72,click,2023-08-27 21:00:00
1913,144,158,view,2023-08-28 00:00:00
1914,120,228,click,2023-08-28 03:00:00
1915,944,308,wishlist,2023-08-28 06:00:00
1916,565,234,add_to_cart,2023-08-28 09:00:00
1917,577,11,wishlist,2023-08-28 12:00:00
1918,176,175,click,2023-08-28 15:00:00
1919,70,261,wishlist,2023-08-28 18:00:00
1920,814,131,add_to_cart,2023-08-28 21:00:00
1921,633,399,add_to_cart,2023-08-29 00:00:00
1922,889,386,add_to_cart,2023-08-29 03:00:00
1923,203,2,click,2023-08-29 06:00:00
1924,801,249,click,2023-08-29 09:00:00
1925,180,200,click,2023-08-29 12:00:00
1926,593,182,add_to_cart,2023-08-29 15:00:00
1927,567,430,click,2023-08-29 18:00:00
1928,691,350,view,2023-08-29 21:00:00
1929,610,127,wishlist,2023-08-30 00:00:00
1930,110,382,wishlist,2023-08-30 03:00:00
1931,424,297,view,2023-08-30 06:00:00
1932,665,197,click,2023-08-30 09:00:00
1933,959,286,wishlist,2023-08-30 12:00:00
1934,503,44,add_to_cart,2023-08-30 15:00:00
1935,406,10,wishlist,2023-08-30 18:00:00
1936,986,225,wishlist,2023-08-30 21:00:00
1937,637,216,wishlist,2023-08-31 00:00:00
1938,91,211,click,2023-08-31 03:00:00
1939,294,286,view,2023-08-31 06:00:00
1940,393,217,wishlist,2023-08-31 09:00:00
1941,37,331,add_to_cart,2023-08-31 12:00:00
1942,517,49,wishlist,2023-08-31 15:00:00
1943,850,163,click,2023-08-31 18:00:00
1944,662,193,click,2023-08-31 21:00:00
1945,878,145,add_to_cart,2023-09-01 00:00:00
1946,908,159,wishlist,2023-09-01 03:00:00
1947,316,326,wishlist,2023-09-01 06:00:00
1948,172,461,add_to_cart,2023-09-01 09:00:00
1949,406,180,view,2023-09-01 12:00:00
1950,262,26,click,2023-09-01 15:00:00
1951,484,100,view,2023-09-01 18:00:00
1952,27,389,view,2023-09-01 21:00:00
1953,495,111,wishlist,2023-09-02 00:00:00
1954,55,270,add_to_cart,2023-09-02 03:00:00
1955,911,51,click,2023-09-02 06:00:00
1956,832,15,view,2023-09-02 09:00:00
1957,249,128,view,2023-09-02 12:00:00
1958,273,140,wishlist,2023-09-02 15:00:00
1959,259,242,wishlist,2023-09-02 18:00:00
1960,778,46,wishlist,2023-09-02 21:00:00
1961,191,234,add_to_cart,2023-09-03 00:00:00
1962,575,448,click,2023-09-03 03:00:00
1963,857,72,click,2023-09-03 06:00:00
1964,446,443,wishlist,2023-09-03 09:00:00
1965,853,95,view,2023-09-03 12:00:00
1966,502,410,wishlist,2023-09-03 15:00:00
1967,616,285,wishlist,2023-09-03 18:00:00
1968,393,132,add_to_cart,2023-09-03 21:00:00
1969,408,434,wishlist,2023-09-04 00:00:00
1970,800,476,click,2023-09-04 03:00:00
1971,771,281,wishlist,2023-09-04 06:00:00
1972,673,424,click,2023-09-04 09:00:00
1973,683,32,view,2023-09-04 12:00:00
1974,109,356,click,2023-09-04 15:00:00
1975,652,459,click,2023-09-04 18:00:00
1976,605,37,wishlist,2023-09-04 21:00:00
1977,981,126,click,2023-09-05 00:00:00
1978,103,138,click,2023-09-05 03:00:00
1979,226,422,view,2023-09-05 06:00:00
1980,353,445,click,2023-09-05 09:00:00
1981,160,100,click,2023-09-05 12:00:00
1982,404,242,wishlist,2023-09-05 15:00:00
1983,707,245,add_to_cart,2023-09-05 18:00:00
1984,324,27,wishlist,2023-09-05 21:00:00
1985,145,209,view,2023-09-06 00:00:00
1986,754,391,wishlist,2023-09-06 03:00:00
1987,465,457,click,2023-09-06 06:00:00
1988,915,99,add_to_cart,2023-09-06 09:00:00
1989,132,137,wishlist,2023-09-06 12:00:00
1990,93,187,wishlist,2023-09-06 15:00:00
1991,273,36,view,2023-09-06 18:00:00
1992,704,118,click,2023-09-06 21:00:00
1993,534,158,wishlist,2023-09-07 00:00:00
1994,194,479,wishlist,2023-09-07 03:00:00
1995,170,275,add_to_cart,2023-09-07 06:00:00
1996,460,169,view,2023-09-07 09:00:00
1997,941,55,click,2023-09-07 12:00:00
1998,11,471,wishlist,2023-09-07 15:00:00
1999,181,84,add_to_cart,2023-09-07 18:00:00
2000,232,6,wishlist,2023-09-07 21:00:00
2001,956,379,wishlist,2023-09-08 00:00:00
2002,29,363,view,2023-09-08 03:00:00
2003,532,344,add_to_cart,2023-09-08 06:00:00
2004,5,495,add_to_cart,2023-09-08 09:00:00
2005,921,256,click,2023-09-08 12:00:00
2006,546,406,wishlist,2023-09-08 15:00:00
2007,140,198,add_to_cart,2023-09-08 18:00:00
2008,28,500,wishlist,2023-09-08 21:00:00
2009,98,152,wishlist,2023-09-09 00:00:00
2010,262,318,click,2023-09-09 03:00:00
2011,758,170,click,2023-09-09 06:00:00
2012,19,248,add_to_cart,2023-09-09 09:00:00
2013,12,249,wishlist,2023-09-09 12:00:00
2014,537,150,add_to_cart,2023-09-09 15:00:00
2015,525,210,wishlist,2023-09-09 18:00:00
2016,465,400,add_to_cart,2023-09-09 21:00:00
2017,588,228,add_to_cart,2023-09-10 00:00:00
2018,259,244,wishlist,2023-09-10 03:00:00
2019,24,141,view,2023-09-10 06:00:00
2020,8,120,click,2023-09-10 09:00:00
2021,880,293,wishlist,2023-09-10 12:00:00
2022,228,180,add_to_cart,2023-09-10 15:00:00
2023,376,408,view,2023-09-10 18:00:00
2024,123,125,add_to_cart,2023-09-10 21:00:00
2025,90,467,view,2023-09-11 00:00:00
2026,813,242,wishlist,2023-09-11 03:00:00
2027,456,212,click,2023-09-11 06:00:00
2028,224,475,add_to_cart,2023-09-11 09:00:00
2029,736,17,view,2023-09-11 12:00:00
2030,257,16,view,2023-09-11 15:00:00
2031,515,385,click,2023-09-11 18:00:00
2032,833,341,add_to_cart,2023-09-11 21:00:00
2033,783,381,wishlist,2023-09-12 00:00:00
2034,818,475,wishlist,2023-09-12 03:00:00
2035,148,257,add_to_cart,2023-09-12 06:00:00
2036,387,286,click,2023-09-12 09:00:00
2037,701,468,click,2023-09-12 12:00:00
2038,911,280,click,2023-09-12 15:00:00
2039,699,46,view,2023-09-12 18:00:00
2040,438,258,view,2023-09-12 21:00:00
2041,700,143,click,2023-09-13 00:00:00
2042,636,285,add_to_cart,2023-09-13 03:00:00
2043,37,355,wishlist,2023-09-13 06:00:00
2044,661,318,view,2023-09-13 09:00:00
2045,106,13,click,2023-09-13 12:00:00
2046,615,467,view,2023-09-13 15:00:00
2047,919,321,view,2023-09-13 18:00:00
2048,889,45,click,2023-09-13 21:00:00
2049,232,47,add_to_cart,2023-09-14 00:00:00
2050,867,16,wishlist,2023-09-14 03:00:00
2051,146,382,add_to_cart,2023-09-14 06:00:00
2052,17,107,view,2023-09-14 09:00:00
2053,159,3,add_to_cart,2023-09-14 12:00:00
2054,960,104,add_to_cart,2023-09-14 15:00:00
2055,816,454,wishlist,2023-09-14 18:00:00
2056,282,95,click,2023-09-14 21:00:00
2057,278,133,click,2023-09-15 00:00:00
2058,125,410,click,2023-09-15 03:00:00
2059,685,348,add_to_cart,2023-09-15 06:00:00
2060,420,271,add_to_cart,2023-09-15 09:00:00
2061,320,201,wishlist,2023-09-15 12:00:00
2062,675,254,click,2023-09-15 15:00:00
2063,715,183,wishlist,2023-09-15 18:00:00
2064,987,150,wishlist,2023-09-15 21:00:00
2065,482,37,add_to_cart,2023-09-16 00:00:00
2066,850,469,click,2023-09-16 03:00:00
2067,667,490,view,2023-09-16 06:00:00
2068,324,413,view,2023-09-16 09:00:00
2069,913,410,add_to_cart,2023-09-16 12:00:00
2070,966,326,add_to_cart,2023-09-16 15:00:00
2071,395,139,add_to_cart,2023-09-16 18:00:00
2072,773,100,add_to_cart,2023-09-16 21:00:00
2073,186,404,view,2023-09-17 00:00:00
2074,889,236,click,2023-09-17 03:00:00
2075,466,84,wishlist,2023-09-17 06:00:00
2076,57,347,view,2023-09-17 09:00:00
2077,729,454,click,2023-09-17 12:00:00
2078,458,33,add_to_cart,2023-09-17 15:00:00
2079,208,121,wishlist,2023-09-17 18:00:00
2080,714,30,click,2023-09-17 21:00:00
2081,74,434,click,2023-09-18 00:00:00
2082,484,34,wishlist,2023-09-18 03:00:00
2083,85,133,click,2023-09-18 06:00:00
2084,632,208,click,2023-09-18 09:00:00
2085,14,140,wishlist,2023-09-18 12:00:00
2086,840,76,wishlist,2023-09-18 15:00:00
2087,641,75,view,2023-09-18 18:00:00
2088,912,308,add_to_cart,2023-09-18 21:00:00
2089,794,307,add_to_cart,2023-09-19 00:00:00
2090,49,405,click,2023-09-19 03:00:00
2091,426,455,add_to_cart,2023-09-19 06:00:00
2092,966,58,view,2023-09-19 09:00:00
2093,359,98,click,2023-09-19 12:00:00
2094,242,125,add_to_cart,2023-09-19 15:00:00
2095,834,448,add_to_cart,2023-09-19 18:00:00
2096,53,349,click,2023-09-19 21:00:00
2097,777,134,wishlist,2023-09-20 00:00:00
2098,69,484,view,2023-09-20 03:00:00
2099,552,226,click,2023-09-20 06:00:00
2100,696,433,click,2023-09-20 09:00:00
2101,645,200,add_to_cart,2023-09-20 12:00:00
2102,56,37,wishlist,2023-09-20 15:00:00
2103,879,138,add_to_cart,2023-09-20 18:00:00
2104,456,208,click,2023-09-20 21:00:00
2105,255,194,click,2023-09-21 00:00:00
2106,5,56,add_to_cart,2023-09-21 03:00:00
2107,581,339,wishlist,2023-09-21 06:00:00
2108,52,327,click,2023-09-21 09:00:00
2109,977,322,view,2023-09-21 12:00:00
2110,329,301,wishlist,2023-09-21 15:00:00
2111,98,87,click,2023-09-21 18:00:00
2112,161,95,wishlist,2023-09-21 21:00:00
2113,406,196,wishlist,2023-09-22 00:00:00
2114,981,192,view,2023-09-22 03:00:00
2115,783,144,click,2023-09-22 06:00:00
2116,577,10,wishlist,2023-09-22 09:00:00
2117,327,241,click,2023-09-22 12:00:00
2118,919,149,click,2023-09-22 15:00:00
2119,243,476,wishlist,2023-09-22 18:00:00
2120,504,494,add_to_cart,2023-09-22 21:00:00
2121,367,140,wishlist,2023-09-23 00:00:00
2122,774,13,add_to_cart,2023-09-23 03:00:00
2123,724,254,add_to_cart,2023-09-23 06:00:00
2124,442,500,add_to_cart,2023-09-23 09:00:00
2125,154,488,add_to_cart,2023-09-23 12:00:00
2126,234,81,wishlist,2023-09-23 15:00:00
2127,652,210,add_to_cart,2023-09-23 18:00:00
2128,333,373,click,2023-09-23 21:00:00
2129,495,394,wishlist,2023-09-24 00:00:00
2130,115,378,view,2023-09-24 03:00:00
2131,369,220,add_to_cart,2023-09-24 06:00:00
2132,333,397,wishlist,2023-09-24 09:00:00
2133,130,418,add_to_cart,2023-09-24 12:00:00
2134,928,59,click,2023-09-24 15:00:00
2135,178,128,add_to_cart,2023-09-24 18:00:00
2136,95,305,wishlist,2023-09-24 21:00:00
2137,317,262,click,2023-09-25 00:00:00
2138,907,268,add_to_cart,2023-09-25 03:00:00
2139,101,29,view,2023-09-25 06:00:00
2140,196,333,add_to_cart,2023-09-25 09:00:00
2141,802,380,add_to_cart,2023-09-25 12:00:00
2142,208,282,click,2023-09-25 15:00:00
2143,607,68,add_to_cart,2023-09-25 18:00:00
2144,473,207,wishlist,2023-09-25 21:00:00
2145,615,272,wishlist,2023-09-26 00:00:00
2146,8,309,click,2023-09-26 03:00:00
2147,136,403,wishlist,2023-09-26 06:00:00
2148,610,175,view,2023-09-26 09:00:00
2149,911,218,add_to_cart,2023-09-26 12:00:00
2150,261,160,click,2023-09-26 15:00:00
2151,147,326,wishlist,2023-09-26 18:00:00
2152,458,244,view,2023-09-26 21:00:00
2153,905,253,view,2023-09-27 00:00:00
2154,697,454,click,2023-09-27 03:00:00
2155,438,189,click,2023-09-27 06:00:00
2156,413,261,wishlist,2023-09-27 09:00:00
2157,500,443,add_to_cart,2023-09-27 12:00:00
2158,232,386,view,2023-09-27 15:00:00
2159,101,500,view,2023-09-27 18:00:00
2160,147,130,click,2023-09-27 21:00:00
2161,717,485,view,2023-09-28 00:00:00
2162,507,3,click,2023-09-28 03:00:00
2163,558,454,add_to_cart,2023-09-28 06:00:00
2164,104,351,click,2023-09-28 09:00:00
2165,336,43,add_to_cart,2023-09-28 12:00:00
2166,446,133,wishlist,2023-09-28 15:00:00
2167,734,178,click,2023-09-28 18:00:00
2168,444,494,wishlist,2023-09-28 21:00:00
2169,118,266,add_to_cart,2023-09-29 00:00:00
2170,517,411,view,2023-09-29 03:00:00
2171,929,24,wishlist,2023-09-29 06:00:00
2172,723,22,click,2023-09-29 09:00:00
2173,567,345,click,2023-09-29 12:00:00
2174,531,3,wishlist,2023-09-29 15:00:00
2175,913,400,wishlist,2023-09-29 18:00:00
2176,88,158,wishlist,2023-09-29 21:00:00
2177,759,368,click,2023-09-30 00:00:00
2178,629,427,wishlist,2023-09-30 03:00:00
2179,476,4,wishlist,2023-09-30 06:00:00
2180,682,107,add_to_cart,2023-09-30 09:00:00
2181,485,296,wishlist,2023-09-30 12:00:00
2182,662,272,wishlist,2023-09-30 15:00:00
2183,295,232,click,2023-09-30 18:00:00
2184,720,361,click,2023-09-30 21:00:00
2185,381,238,view,2023-10-01 00:00:00
2186,995,72,click,2023-10-01 03:00:00
2187,283,88,click,2023-10-01 06:00:00
2188,844,16,click,2023-10-01 09:00:00
2189,686,374,click,2023-10-01 12:00:00
2190,639,91,wishlist,2023-10-01 15:00:00
2191,156,450,view,2023-10-01 18:00:00
2192,180,439,click,2023-10-01 21:00:00
2193,961,20,wishlist,2023-10-02 00:00:00
2194,935,435,click,2023-10-02 03:00:00
2195,890,212,view,2023-10-02 06:00:00
2196,914,84,add_to_cart,2023-10-02 09:00:00
2197,87,339,add_to_cart,2023-10-02 12:00:00
2198,406,441,view,2023-10-02 15:00:00
2199,836,126,wishlist,2023-10-02 18:00:00
2200,496,51,wishlist,2023-10-02 21:00:00
2201,267,18,view,2023-10-03 00:00:00
2202,594,461,add_to_cart,2023-10-03 03:00:00
2203,64,337,click,2023-10-03 06:00:00
2204,119,443,add_to_cart,2023-10-03 09:00:00
2205,967,353,click,2023-10-03 12:00:00
2206,341,117,view,2023-10-03 15:00:00
2207,313,124,view,2023-10-03 18:00:00
2208,163,28,view,2023-10-03 21:00:00
2209,505,453,add_to_cart,2023-10-04 00:00:00
2210,293,412,view,2023-10-04 03:00:00
2211,690,345,add_to_cart,2023-10-04 06:00:00
2212,377,468,wishlist,2023-10-04 09:00:00
2213,542,469,click,2023-10-04 12:00:00
2214,401,141,click,2023-10-04 15:00:00
2215,673,6,click,2023-10-04 18:00:00
2216,400,157,view,2023-10-04 21:00:00
2217,399,106,click,2023-10-05 00:00:00
2218,909,119,view,2023-10-05 03:00:00
2219,487,137,add_to_cart,2023-10-05 06:00:00
2220,515,29,view,2023-10-05 09:00:00
2221,24,166,click,2023-10-05 12:00:00
2222,919,65,view,2023-10-05 15:00:00
2223,59,56,view,2023-10-05 18:00:00
2224,749,286,add_to_cart,2023-10-05 21:00:00
2225,240,370,view,2023-10-06 00:00:00
2226,311,96,click,2023-10-06 03:00:00
2227,321,377,view,2023-10-06 06:00:00
2228,672,443,wishlist,2023-10-06 09:00:00
2229,481,215,view,2023-10-06 12:00:00
2230,572,231,wishlist,2023-10-06 15:00:00
2231,752,58,click,2023-10-06 18:00:00
2232,414,394,wishlist,2023-10-06 21:00:00
2233,322,492,wishlist,2023-10-07 00:00:00
2234,402,405,wishlist,2023-10-07 03:00:00
2235,59,184,wishlist,2023-10-07 06:00:00
2236,53,282,wishlist,2023-10-07 09:00:00
2237,64,271,view,2023-10-07 12:00:00
2238,633,209,add_to_cart,2023-10-07 15:00:00
2239,119,163,wishlist,2023-10-07 18:00:00
2240,286,89,click,2023-10-07 21:00:00
2241,18,271,click,2023-10-08 00:00:00
2242,5,97,view,2023-10-08 03:00:00
2243,837,75,add_to_cart,2023-10-08 06:00:00
2244,392,88,add_to_cart,2023-10-08 09:00:00
2245,905,6,wishlist,2023-10-08 12:00:00
2246,160,156,click,2023-10-08 15:00:00
2247,888,63,click,2023-10-08 18:00:00
2248,142,29,view,2023-10-08 21:00:00
2249,397,304,wishlist,2023-10-09 00:00:00
2250,18,191,click,2023-10-09 03:00:00
2251,580,442,wishlist,2023-10-09 06:00:00
2252,114,405,add_to_cart,2023-10-09 09:00:00
2253,534,204,wishlist,2023-10-09 12:00:00
2254,532,278,wishlist,2023-10-09 15:00:00
2255,911,27,view,2023-10-09 18:00:00
2256,775,85,view,2023-10-09 21:00:00
2257,461,335,add_to_cart,2023-10-10 00:00:00
2258,610,441,add_to_cart,2023-10-10 03:00:00
2259,617,210,wishlist,2023-10-10 06:00:00
2260,286,138,click,2023-10-10 09:00:00
2261,5,278,wishlist,2023-10-10 12:00:00
2262,129,172,add_to_cart,2023-10-10 15:00:00
2263,956,340,view,2023-10-10 18:00:00
2264,671,339,view,2023-10-10 21:00:00
2265,763,156,add_to_cart,2023-10-11 00:00:00
2266,499,229,wishlist,2023-10-11 03:00:00
2267,276,306,click,2023-10-11 06:00:00
2268,83,179,view,2023-10-11 09:00:00
2269,832,247,wishlist,2023-10-11 12:00:00
2270,118,492,click,2023-10-11 15:00:00
2271,960,385,add_to_cart,2023-10-11 18:00:00
2272,29,162,wishlist,2023-10-11 21:00:00
2273,358,163,click,2023-10-12 00:00:00
2274,650,218,wishlist,2023-10-12 03:00:00
2275,157,317,view,2023-10-12 06:00:00
2276,31,286,add_to_cart,2023-10-12 09:00:00
2277,843,76,view,2023-10-12 12:00:00
2278,983,462,view,2023-10-12 15:00:00
2279,286,487,wishlist,2023-10-12 18:00:00
2280,665,452,add_to_cart,2023-10-12 21:00:00
2281,336,204,wishlist,2023-10-13 00:00:00
2282,570,216,click,2023-10-13 03:00:00
2283,313,424,add_to_cart,2023-10-13 06:00:00
2284,599,223,view,2023-10-13 09:00:00
2285,123,193,view,2023-10-13 12:00:00
2286,703,293,view,2023-10-13 15:00:00
2287,865,192,wishlist,2023-10-13 18:00:00
2288,371,385,wishlist,2023-10-13 21:00:00
2289,805,399,wishlist,2023-10-14 00:00:00
2290,314,269,add_to_cart,2023-10-14 03:00:00
2291,28,413,add_to_cart,2023-10-14 06:00:00
2292,155,439,add_to_cart,2023-10-14 09:00:00
2293,966,301,add_to_cart,2023-10-14 12:00:00
2294,230,260,click,2023-10-14 15:00:00
2295,549,192,view,2023-10-14 18:00:00
2296,6,271,wishlist,2023-10-14 21:00:00
2297,473,492,wishlist,2023-10-15 00:00:00
2298,973,104,click,2023-10-15 03:00:00
2299,318,432,view,2023-10-15 06:00:00
2300,225,204,view,2023-10-15 09:00:00
2301,33,184,click,2023-10-15 12:00:00
2302,89,217,add_to_cart,2023-10-15 15:00:00
2303,334,91,view,2023-10-15 18:00:00
2304,40,198,add_to_cart,2023-10-15 21:00:00
2305,681,471,click,2023-10-16 00:00:00
2306,375,399,wishlist,2023-10-16 03:00:00
2307,298,39,wishlist,2023-10-16 06:00:00
2308,998,197,wishlist,2023-10-16 09:00:00
2309,393,471,wishlist,2023-10-16 12:00:00
2310,18,79,view,2023-10-16 15:00:00
2311,527,217,add_to_cart,2023-10-16 18:00:00
2312,132,316,wishlist,2023-10-16 21:00:00
2313,290,94,wishlist,2023-10-17 00:00:00
2314,830,172,wishlist,2023-10-17 03:00:00
2315,806,43,click,2023-10-17 06:00:00
2316,209,132,view,2023-10-17 09:00:00
2317,327,77,click,2023-10-17 12:00:00
2318,992,434,add_to_cart,2023-10-17 15:00:00
2319,503,232,wishlist,2023-10-17 18:00:00
2320,279,39,view,2023-10-17 21:00:00
2321,382,54,view,2023-10-18 00:00:00
2322,788,151,view,2023-10-18 03:00:00
2323,952,188,click,2023-10-18 06:00:00
2324,309,464,click,2023-10-18 09:00:00
2325,898,419,click,2023-10-18 12:00:00
2326,277,310,click,2023-10-18 15:00:00
2327,76,186,add_to_cart,2023-10-18 18:00:00
2328,298,318,wishlist,2023-10-18 21:00:00
2329,825,464,wishlist,2023-10-19 00:00:00
2330,378,432,click,2023-10-19 03:00:00
2331,433,135,click,2023-10-19 06:00:00
2332,859,173,click,2023-10-19 09:00:00
2333,112,269,add_to_cart,2023-10-19 12:00:00
2334,778,437,add_to_cart,2023-10-19 15:00:00
2335,72,115,view,2023-10-19 18:00:00
2336,317,498,wishlist,2023-10-19 21:00:00
2337,21,221,click,2023-10-20 00:00:00
2338,188,39,view,2023-10-20 03:00:00
2339,121,340,wishlist,2023-10-20 06:00:00
2340,342,242,view,2023-10-20 09:00:00
2341,653,221,add_to_cart,2023-10-20 12:00:00
2342,304,146,add_to_cart,2023-10-20 15:00:00
2343,936,406,view,2023-10-20 18:00:00
2344,447,164,view,2023-10-20 21:00:00
2345,716,361,wishlist,2023-10-21 00:00:00
2346,721,437,click,2023-10-21 03:00:00
2347,496,368,wishlist,2023-10-21 06:00:00
2348,521,484,wishlist,2023-10-21 09:00:00
2349,185,328,add_to_cart,2023-10-21 12:00:00
2350,947,259,add_to_cart,2023-10-21 15:00:00
2351,881,190,view,2023-10-21 18:00:00
2352,888,413,add_to_cart,2023-10-21 21:00:00
